City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,joal-fadiout,14.1667,-16.8333,25.77,86,100,4.3,SN,1721966058
83,krasnyy chikoy,50.3643,108.7512,20.83,86,100,1.73,RU,1721966059
84,fale old settlement,-9.3852,-171.2468,28.96,68,83,4.76,TK,1721966060
85,weno,7.4515,151.8468,26.95,82,84,4.51,FM,1721966061
86,zaltan,32.947,11.8665,24.57,68,0,3.27,LY,1721966062
87,sitka,57.0531,-135.33,14.25,92,100,1.57,US,1721966063
88,pimentel,-6.8367,-79.9342,17.16,82,0,6.17,PE,1721966064
89,port mathurin,-19.6833,63.4167,22.64,73,92,6.35,MU,1721966065
90,egilsstadir,65.2653,-14.3948,8.95,93,100,1.54,IS,1721966066
91,kapuskasing,49.4169,-82.4331,16.05,88,0,2.06,CA,1721966067
92,constantia,44.1833,28.65,19.38,83,100,6.06,RO,1721966068
93,gbarnga,6.9956,-9.4722,20.71,97,100,0.98,LR,1721966069
94,yumbo,3.5823,-76.4915,22.87,78,75,3.6,CO,1721966070
95,dudinka,69.4058,86.1778,18.83,52,100,5.31,RU,1721966071
96,asau,46.4333,26.4,15.05,92,61,1.21,RO,1721966072
97,grand falls-windsor,48.9332,-55.6649,16.95,76,100,2.49,CA,1721966073
98,ciudad tula,23.0,-99.7167,18.98,93,88,1.96,MX,1721966074
99,vila franca do campo,37.7167,-25.4333,21.23,86,2,1.88,PT,1721966075
100,san andres,12.5847,-81.7006,29.01,84,20,7.72,CO,1721966076
101,invercargill,-46.4,168.35,13.72,70,93,3.53,NZ,1721966077
102,hithadhoo,-0.6,73.0833,28.9,73,73,4.54,MV,1721966078
103,georgetown,5.4112,100.3354,32.96,58,20,7.72,MY,1721966078
104,arak,34.0917,49.6892,25.83,32,0,2.72,IR,1721966079
105,myskhako,44.6714,37.7433,20.88,53,100,3.57,RU,1721966080
106,santo antonio,-6.3106,-35.4789,19.2,94,7,3.28,BR,1721966081
107,kasane,-17.8167,25.15,9.05,34,0,1.54,BW,1721966083
108,thompson,55.7435,-97.8558,24.09,69,100,2.57,CA,1721966084
109,katsuura,35.1333,140.3,29.31,76,97,7.64,JP,1721966085
110,ola,59.5833,151.2833,18.17,52,85,2.04,RU,1721966086
111,ust'-barguzin,53.45,108.9833,21.88,59,23,0.5,RU,1721966087
112,cidreira,-30.1811,-50.2056,15.66,95,29,0.19,BR,1721966088
113,ebon,4.582,168.6964,27.4,82,100,5.37,MH,1721966089
114,humberto de campos,-2.5983,-43.4611,22.67,84,16,2.21,BR,1721966090
115,avarua,-21.2078,-159.775,24.03,73,20,3.6,CK,1721966091
116,chernyshevskiy,63.0128,112.4714,23.95,72,73,1.01,RU,1721966092
117,happy valley-goose bay,53.3168,-60.3315,15.17,94,100,3.09,CA,1721966093
118,qionghai,19.2425,110.4642,33.39,62,76,0.68,CN,1721965845
119,gwadar,25.1216,62.3254,28.94,81,56,3.57,PK,1721966095
120,puerto deseado,-47.7503,-65.8938,6.08,57,100,13.37,AR,1721966096
121,talnakh,69.4865,88.3972,18.81,55,100,1.54,RU,1721966097
122,albertina,-22.2008,-46.6158,12.91,50,2,1.91,BR,1721966098
123,saldanha,-33.0117,17.9442,13.03,92,99,3.02,ZA,1721966099
124,murzuq,25.9155,13.9184,28.56,31,43,4.15,LY,1721966101
125,badger,64.8,-147.5333,28.32,52,31,1.26,US,1721966102
126,vilyuchinsk,52.9306,158.4028,17.15,80,44,3.75,RU,1721966103
127,rosa zarate,0.3333,-79.4667,22.6,92,72,1.14,EC,1721966105
128,xingtai,37.0631,114.4942,30.78,65,92,2.99,CN,1721966065
129,nouadhibou,20.931,-17.0347,21.04,90,0,5.75,MR,1721966107
130,alaghsas,17.0187,8.0168,30.34,50,69,7.0,NE,1721966108
131,san antonio de pale,-1.4014,5.6325,22.9,82,52,4.55,GQ,1721966109
132,kill devil hills,36.0307,-75.676,23.88,97,100,4.63,US,1721966110
133,ust-tsilma,65.441,52.1498,12.63,56,77,2.97,RU,1721966111
134,baruun-urt,46.6806,113.2792,25.26,49,78,4.87,MN,1721966112
135,faaa,-17.55,-149.6,26.64,73,75,4.92,PF,1721965868
136,udachny,66.4167,112.4,10.12,84,100,4.96,RU,1721965917
137,abadan,30.3392,48.3043,32.97,33,0,2.06,IR,1721966115
138,okha,53.5739,142.9478,21.27,62,24,1.84,RU,1721966116
139,tupiza,-21.45,-65.7167,10.07,19,83,2.37,BO,1721966117
140,simanggang,1.2472,111.4528,31.99,62,20,2.57,MY,1721966118
141,lanzhou,36.0564,103.7922,28.98,33,100,1.89,CN,1721966084
142,carauari,-4.8828,-66.8958,27.21,59,100,0.87,BR,1721966120
143,wad az zaki,14.4619,32.2065,29.52,56,77,6.77,SD,1721966121
144,susuman,62.7833,148.1667,11.56,63,100,2.1,RU,1721966122
145,lampazos de naranjo,27.0167,-100.5167,27.72,61,75,3.01,MX,1721966123
146,mejit,10.2753,170.8646,28.14,79,49,8.93,MH,1721966124
147,puerto armuelles,8.2833,-82.8667,26.16,85,100,4.92,PA,1721966125
148,broken hill,-31.95,141.4333,16.4,37,0,3.77,AU,1721966014
149,guane,22.2025,-84.0875,26.16,83,91,1.77,CU,1721966126
150,tual,-5.6667,132.75,25.62,86,100,5.39,ID,1721966128
151,salamanca,40.8333,-6.0,16.88,60,0,2.39,ES,1721966128
152,fort bragg,35.139,-79.006,24.55,96,100,0.0,US,1721966129
153,tulun,54.5611,100.5792,24.61,60,92,2.21,RU,1721966130
154,ouesso,1.6136,16.0517,22.18,81,29,1.34,CG,1721966131
155,post falls,47.718,-116.9516,22.16,33,2,1.86,US,1721966132
156,as sulayyil,20.4607,45.5779,30.14,20,100,8.2,SA,1721966133
157,polyarnyy,69.1989,33.4478,18.25,73,6,2.08,RU,1721966134
158,cafarnaum,-11.6936,-41.4683,17.18,92,99,2.52,BR,1721966135
159,wailua homesteads,22.0669,-159.378,25.63,79,76,2.24,US,1721966136
160,cururupu,-1.8283,-44.8683,22.55,92,8,1.75,BR,1721966137
161,saint joseph,39.7686,-94.8466,25.76,84,4,3.65,US,1721966100
162,iskateley,67.6803,53.1512,10.1,64,65,5.29,RU,1721966139
163,salalah,17.0151,54.0924,24.75,95,100,5.16,OM,1721966140
164,irbit,57.6705,63.071,11.32,97,100,6.67,RU,1721966141
165,pangoa,-12.1167,-73.0,20.97,77,0,1.47,PE,1721966014
166,paoy paet,13.6561,102.5625,27.6,84,100,6.52,KH,1721966143
167,sikasso,10.9167,-7.0,22.43,97,100,1.84,ML,1721966144
168,nar'yan-mar,67.6713,53.087,10.13,64,63,5.31,RU,1721966145
169,utrik,11.2278,169.8474,28.1,79,41,8.84,MH,1721966147
170,west island,-12.1568,96.8225,25.99,94,67,4.63,CC,1721966148
171,akureyri,65.6835,-18.0878,8.96,100,100,3.09,IS,1721966149
172,saint-joseph,-21.3667,55.6167,20.21,70,0,0.8,RE,1721966150
173,fuyu,45.1833,124.8167,22.21,98,100,2.91,CN,1721966151
174,tatishchevo,51.6703,45.5953,16.93,61,1,4.49,RU,1721966152
175,keflavik,64.0049,-22.5624,10.95,100,100,4.63,IS,1721966034
176,vanimo,-2.6741,141.3028,27.39,84,85,0.87,PG,1721966154
177,naze,28.3667,129.4833,25.51,84,99,9.0,JP,1721966155
178,newman,37.3138,-121.0208,32.94,50,0,1.85,US,1721966156
179,hatta,24.1167,79.6,29.12,78,100,5.06,IN,1721965982
180,mahina,-17.5065,-149.489,26.53,73,75,4.63,PF,1721966158
181,maile,-38.9466,-72.3727,4.34,97,52,0.73,CL,1721966159
182,gornyy,55.1153,83.9059,26.23,65,50,2.01,RU,1721966161
183,sao tome,0.3365,6.7273,24.29,84,99,4.39,ST,1721966162
184,verrettes,19.05,-72.4667,25.87,85,97,1.92,HT,1721966162
185,san isidro,-12.1167,-77.05,16.51,88,100,6.69,PE,1721966163
186,chadan,51.2833,91.5833,20.76,72,99,1.18,RU,1721966164
187,lata,40.1629,-8.3327,17.18,96,39,1.11,PT,1721966166
188,lerwick,60.1545,-1.1494,12.0,89,100,5.17,GB,1721966167
189,vadso,70.0744,29.7487,12.49,100,75,1.54,NO,1721966168
190,grantsville,40.5999,-112.4644,28.84,33,0,13.38,US,1721966170
191,khanty-mansiysk,61.0042,69.0019,15.06,77,20,3.0,RU,1721966170
192,rio grande,-32.035,-52.0986,10.53,82,0,1.62,BR,1721966172
193,uturoa,-16.7333,-151.4333,25.79,66,99,6.05,PF,1721965950
194,spittal an der drau,46.8,13.5,16.36,95,67,1.19,AT,1721966174
195,vikhorevka,56.1201,101.1636,25.77,48,96,2.13,RU,1721966175
196,lebu,-37.6167,-73.65,7.52,80,8,6.29,CL,1721966176
197,toamasina,-18.1667,49.3833,16.0,100,20,1.03,MG,1721966177
198,christchurch,-43.5333,172.6333,15.79,55,84,8.49,NZ,1721966178
199,praia da vitoria,38.7333,-27.0667,25.14,83,75,4.21,PT,1721966179
200,alta,69.9689,23.2717,17.59,82,40,1.03,NO,1721966180
201,nabire,-3.3667,135.4833,29.58,63,96,2.1,ID,1721966181
202,puerto penasco,31.3167,-113.5333,30.51,82,12,0.45,MX,1721966182
203,bom jesus,-9.0744,-44.3586,19.31,66,46,0.91,BR,1721966183
204,papatowai,-46.5619,169.4708,12.48,70,100,2.77,NZ,1721966184
205,bhamo,24.2667,97.2333,30.38,78,93,1.15,MM,1721966186
206,san fernando de monte cristi,19.8667,-71.65,26.69,83,96,4.49,DO,1721966187
207,aldan,58.6031,125.3894,29.48,38,43,4.88,RU,1721966188
208,papao,-17.75,-149.55,26.48,71,48,7.16,PF,1721966189
209,hobyo,5.3505,48.5268,24.86,78,99,10.11,SO,1721966190
210,mizan teferi,6.9833,35.5833,15.87,94,39,1.07,ET,1721966191
211,port lincoln,-34.7333,135.8667,15.25,67,7,10.89,AU,1721966494
212,corner brook,48.9667,-57.9484,15.5,63,100,1.92,CA,1721966495
213,flying fish cove,-10.4217,105.6791,25.82,83,100,6.69,CX,1721966496
214,suluru,13.7,80.0167,32.61,47,100,9.86,IN,1721966496
215,illapel,-31.6308,-71.1653,12.52,61,0,0.84,CL,1721966497
216,baki,-7.6128,110.7839,30.5,47,0,3.04,ID,1721966498
217,jiazi,22.8779,116.067,27.08,95,100,10.9,CN,1721966499
218,emerald,-23.5333,148.1667,24.47,38,99,5.06,AU,1721966500
219,hamilton,39.1834,-84.5333,21.11,82,44,0.89,US,1721966247
220,sorong,-0.8833,131.25,28.68,70,87,2.19,ID,1721966502
221,pindobacu,-10.7417,-40.3608,18.37,92,96,1.06,BR,1721966503
222,yulinshi,38.2906,109.7494,31.5,24,3,2.66,CN,1721966507
223,usinsk,65.9939,57.5281,12.31,59,80,5.15,RU,1721966509
224,bardai,11.65,7.2333,20.68,96,100,4.0,NG,1721966511
225,sinabang,2.4803,96.3801,29.86,63,87,4.54,ID,1721966516
226,joshimath,30.5667,79.5667,24.72,93,99,0.74,IN,1721966518
227,inari,68.906,27.0288,18.31,59,46,1.67,FI,1721966520
228,nesebar,42.7833,27.7333,16.31,92,33,3.69,BG,1721966521
229,bogorodsk,56.1033,43.5158,13.64,67,100,2.63,RU,1721966523
230,trindade,-16.6494,-49.4889,16.73,39,0,2.22,BR,1721966524
231,manado,1.487,124.8455,33.43,55,20,4.63,ID,1721966525
232,haiku-pauwela,20.9219,-156.3051,26.39,77,81,6.71,US,1721966526
233,antofagasta,-23.65,-70.4,14.81,77,49,2.34,CL,1721966527
234,floro,61.5996,5.0328,15.04,94,100,4.63,NO,1721966528
235,nayoro,44.3506,142.4578,25.72,54,81,1.82,JP,1721966529
236,storvreta,59.9667,17.7,12.99,94,3,1.54,SE,1721966530
237,nadi,-17.8,177.4167,24.99,63,24,5.74,FJ,1721966531
238,cabo san lucas,22.8909,-109.9124,29.31,64,2,3.58,MX,1721966532
239,minas de marcona,-15.2119,-75.1103,11.34,88,80,5.34,PE,1721966533
240,estreito,-5.7833,-43.25,19.54,59,41,1.68,BR,1721966535
241,hasaki,35.7333,140.8333,34.22,77,91,4.0,JP,1721966536
242,paracuru,-3.41,-39.0306,26.73,81,9,5.89,BR,1721966536
243,nadym,65.5333,72.5167,12.24,75,100,4.39,RU,1721966537
244,tabas,33.5959,56.9244,35.91,15,0,1.43,IR,1721966539
245,sumter,28.7086,-82.0831,26.68,92,66,1.42,US,1721966540
246,terrasson-lavilledieu,45.1301,1.3014,18.53,95,0,0.55,FR,1721966541
247,damghan,36.1683,54.348,29.0,36,72,1.14,IR,1721966542
248,guerrero negro,27.9769,-114.0611,20.39,87,4,6.7,MX,1721966544
249,suluktu,39.9337,69.57,25.71,20,0,1.76,KG,1721966545
250,adilcevaz,38.8039,42.7342,22.43,57,0,2.33,TR,1721966546
251,usogorsk,63.4106,48.6872,15.12,55,94,2.53,RU,1721966547
252,vorgashor,67.5833,63.95,11.36,60,100,5.08,RU,1721966548
253,gadzhiyevo,69.2551,33.3362,18.39,72,6,1.91,RU,1721966549
254,ad dasmah,29.365,48.0014,39.38,29,7,1.34,KW,1721966550
255,lesosibirsk,58.2358,92.4828,28.06,45,0,3.77,RU,1721966552
256,nova sintra,14.8667,-24.7167,22.23,83,36,1.29,CV,1721966553
257,lionel town,17.8101,-77.2406,26.61,83,51,4.48,JM,1721966554
258,nalut,30.3333,10.85,24.72,53,0,5.58,LY,1721966555
259,saint-pierre,-21.3393,55.4781,20.82,46,0,3.6,RE,1721966417
260,tazacorte,28.629,-17.9293,21.54,88,20,5.66,ES,1721966557
261,jalapa,19.5333,-96.9167,16.97,96,95,1.38,MX,1721966558
262,banda aceh,5.5577,95.3222,32.0,59,75,4.86,ID,1721966560
263,mount gambier,-37.8333,140.7667,13.11,76,90,6.74,AU,1721966561
264,mokolo,10.7398,13.8019,21.9,83,94,3.6,CM,1721966562
265,howrah,22.5892,88.3103,31.0,79,75,5.14,IN,1721966385
266,diego martin,10.7005,-61.5342,25.64,89,95,4.41,TT,1721966564
267,dampit,-8.2116,112.7493,28.29,52,0,3.48,ID,1721966565
268,zaozersk,69.4005,32.4476,19.08,71,6,1.68,RU,1721966566
269,kokopo,-4.352,152.2633,29.81,64,89,4.56,PG,1721966567
270,hengchun,22.0042,120.7439,29.07,86,100,11.11,TW,1721966445
271,saudarkrokur,65.7461,-19.6394,9.29,98,100,2.85,IS,1721966569
272,castillos,-34.1667,-53.8333,8.68,77,100,1.31,UY,1721966572
273,nizhnesortymskiy,62.4397,71.7603,13.06,81,100,4.39,RU,1721966573
274,policka,49.7146,16.2654,10.7,83,28,2.41,CZ,1721966574
275,vandenberg village,34.7083,-120.4677,15.1,94,100,3.09,US,1721966574
276,brookings,44.3114,-96.7984,23.43,91,0,6.17,US,1721966575
277,island harbour,50.724,-1.2758,14.43,69,88,0.45,GB,1721966576
278,harper,4.375,-7.7169,23.71,85,100,3.4,LR,1721966578
279,selfoss,63.9331,-20.9971,10.57,90,98,3.39,IS,1721966579
280,chul'man,56.8479,124.9104,27.87,44,3,3.68,RU,1721966580
281,codrington,-38.2667,141.9667,14.63,71,74,9.66,AU,1721966581
282,la passe,45.5549,-0.8967,16.13,95,4,2.22,FR,1721966582
283,canguaretama,-6.38,-35.1289,21.27,90,8,3.72,BR,1721966583
284,gerash,27.6652,54.1371,33.2,16,43,1.29,IR,1721966584
285,tsawwassen,49.018,-123.0817,18.2,75,2,2.41,CA,1721966585
286,callao,-12.0667,-77.15,16.9,89,59,4.99,PE,1721966535
287,charlottetown,46.2352,-63.1267,19.32,98,100,4.47,CA,1721966588
288,crieff,56.3727,-3.8389,11.75,95,38,2.26,GB,1721966589
289,tofol,5.3248,163.0078,31.88,62,75,1.54,FM,1721966590
290,mafeteng,-29.823,27.2374,1.8,41,0,2.06,LS,1721966591
291,aasiaat,68.7098,-52.8699,3.65,95,100,7.74,GL,1721966592
292,ujae,8.9322,165.7642,28.49,80,28,7.31,MH,1721966593
293,crane,31.3974,-102.3501,29.76,31,0,4.82,US,1721966594
294,almeirim,-1.5233,-52.5817,24.59,84,76,1.58,BR,1721966595
295,bani walid,31.7566,13.9942,22.3,75,0,1.8,LY,1721966596
296,port saint john's,-31.6229,29.5448,12.15,77,0,3.41,ZA,1721966597
297,ishigaki,24.3448,124.1572,31.07,89,75,9.26,JP,1721966320
298,qaqortoq,60.7167,-46.0333,5.59,91,32,2.29,GL,1721966599
299,kismayo,-0.3582,42.5454,24.7,81,84,5.85,SO,1721966600
300,hirara,24.8,125.2833,31.92,84,75,9.77,JP,1721966601
301,howard springs,-12.497,131.047,30.55,71,94,4.6,AU,1721966602
302,khon buri,14.5254,102.2459,29.18,85,100,5.1,TH,1721966603
303,olvera,36.9584,-5.2489,19.31,38,0,0.79,ES,1721966604
304,dunedin,-45.8742,170.5036,12.7,70,100,1.85,NZ,1721966403
305,atafu village,-8.5421,-172.5159,29.05,62,56,4.57,TK,1721966606
306,pisco,-13.7,-76.2167,14.03,82,7,1.54,PE,1721966607
307,rongelap,11.1635,166.8941,28.27,80,32,8.7,MH,1721966608
308,hotan,37.0997,79.9269,31.83,17,93,1.69,CN,1721966609
309,glace bay,46.1969,-59.957,18.32,92,100,2.24,CA,1721966610
310,greymouth,-42.4667,171.2,11.28,84,100,0.88,NZ,1721966409
311,anicuns,-16.4611,-49.9617,16.88,39,0,1.91,BR,1721966612
312,yuzhno-kurilsk,44.0306,145.8556,15.83,78,89,2.43,RU,1721966613
313,derbent,42.0678,48.2899,25.16,65,40,4.17,RU,1721966613
314,nuku'alofa,-21.1333,-175.2,23.98,84,14,6.0,TO,1721966615
315,carnarvon,-24.8667,113.6333,19.66,45,15,3.6,AU,1721966328
316,laguna,38.421,-121.4238,31.49,31,0,3.09,US,1721966616
317,lospalos,-8.5186,127.0025,26.02,71,86,4.41,TL,1721966617
318,karlino,54.0351,15.8774,13.81,85,77,2.34,PL,1721966618
319,fort mcmurray,56.7268,-111.381,16.73,88,100,4.63,CA,1721966620
320,juneau,58.3019,-134.4197,13.01,98,100,4.12,US,1721966621
321,igarka,67.4667,86.5833,19.79,57,82,7.4,RU,1721966622
322,balsas,-7.5325,-46.0356,21.81,44,9,1.35,BR,1721966623
323,burumburum,11.3911,8.7234,21.83,89,100,4.41,NG,1721966624
324,arar,30.9753,41.0381,30.01,25,0,5.66,SA,1721966625
325,neryungri,56.6709,124.6491,27.92,44,4,3.97,RU,1721966530
326,oguzeli,36.9657,37.5134,24.99,61,0,2.06,TR,1721966627
327,sao jose da coroa grande,-8.8978,-35.1478,23.01,85,22,4.43,BR,1721966628
328,portland,45.5234,-122.6762,20.69,59,0,4.12,US,1721966629
329,bambanglipuro,-7.95,110.2833,28.12,63,8,6.35,ID,1721966630
330,kormend,47.011,16.606,13.58,71,31,1.35,HU,1721966631
331,kenai,60.5544,-151.2583,14.45,98,75,0.0,US,1721966632
332,yung shue wan,22.2333,114.1167,31.3,88,100,0.45,HK,1721966633
333,harstad,68.799,16.5293,19.02,83,100,2.08,NO,1721966634
334,mount pearl,47.5166,-52.7813,13.37,91,80,0.89,CA,1721966635
335,fortuna,40.5982,-124.1573,13.85,88,0,3.09,US,1721966636
336,al ghayzah,16.2079,52.176,26.53,84,100,4.49,YE,1721966637
337,le vauclin,14.5452,-60.8388,29.03,79,75,3.09,MQ,1721966638
338,ghormach,35.7306,63.7826,34.66,18,0,4.66,AF,1721966639
339,nemuro,43.3236,145.575,14.32,84,100,3.02,JP,1721966547
340,tughyl,47.7252,84.2063,22.91,58,0,3.21,KZ,1721966641
341,necochea,-38.5473,-58.7368,8.76,85,100,1.95,AR,1721966626
342,huanta,-12.9333,-74.25,11.54,64,76,1.94,PE,1721966643
343,itamaraca,-7.7478,-34.8256,25.03,82,9,4.8,BR,1721966644
344,olinda,-8.0089,-34.8553,24.85,78,20,4.12,BR,1721966645
345,vila velha,-20.3297,-40.2925,20.53,87,0,1.54,BR,1721966646
346,borogontsy,62.6683,131.1683,31.16,36,89,1.74,RU,1721966647
347,sakakah,29.9697,40.2064,29.76,32,1,3.1,SA,1721966625
348,khandyga,62.6667,135.6,27.99,49,96,2.48,RU,1721966649
349,jhang sadr,31.2715,72.3284,38.24,40,0,3.18,PK,1721966650
350,natal,-5.795,-35.2094,21.36,88,20,1.54,BR,1721966651
351,mostaganem,35.9311,0.0892,24.57,74,40,1.07,DZ,1721966652
352,vincennes,48.85,2.4333,20.65,94,100,2.57,FR,1721966427
353,st. john's,47.5649,-52.7093,13.83,91,84,1.34,CA,1721966654
354,mutsu,41.2894,141.2169,23.84,76,100,3.25,JP,1721966475
355,salinas,36.6777,-121.6555,18.76,85,0,5.14,US,1721966656
356,bubaque,11.2833,-15.8333,25.98,85,100,8.44,GW,1721966657
357,saryozek,44.3583,77.9753,32.23,20,0,0.48,KZ,1721966658
358,kingston,17.997,-76.7936,28.53,79,20,1.54,JM,1721966372
359,senanga,-16.1167,23.2667,11.89,26,0,1.91,ZM,1721966660
360,el bauga,18.262,33.9081,28.75,62,100,9.26,SD,1721966661
361,remire-montjoly,4.9167,-52.2667,24.02,100,100,0.51,GF,1721966662
362,saurimo,-9.6608,20.3916,12.65,27,0,1.86,AO,1721966663
363,conceicao da barra,-18.5933,-39.7322,21.03,83,0,2.47,BR,1721966664
364,smithers,54.7804,-127.1743,15.68,65,7,2.34,CA,1721966665
365,macusani,-14.0833,-70.4333,-0.49,77,11,1.63,PE,1721966666
366,yilan,24.757,121.753,30.18,84,100,0.88,TW,1721966667
